name,subtitle,backers,goal,pledged,usd_pledged,created_at,launched_at,deadline,state_changed_at,category,location,staff_pick,is_in_post_campaign_pledging_phase,state,campaign_id,scrape_date,days_left,description
Help Us Break A Speed World Record!,MIT reached 34 km/h in 1991. We are designing a human powered watercraft to hit 37 km/h and set a new world record!,80,2000.0,8104.0,7264.578036,9/9/2014 1:36,9/30/2014 9:54,10/30/2014 9:54,1414634050,Technology,Sherbrooke,True,,successful,3227867d35,2/27/2025,,Description could not be generated
Try iOS: iPhone App Development Course,Learn how to build iPhone apps by watching videos and coding in your browser.  No downloads needed.,5157,50000.0,152912.53,152912.53,7/6/2012 21:20,7/30/2012 7:01,8/29/2012 7:01,1346194878,Technology,Orlando,True,,successful,314972b570,2/27/2025,,"1. Description: Try iOS is an interactive learning journey designed to help aspiring developers learn to build iPhone apps using nothing more than their browser. No need for downloads or expensive software! Our course will provide you with insightful videos and immediate hands-on coding exercises. Join us, let’s make app development accessible for everyone!"
Dr. Tan's Supergrams,"A Tangram puzzle that comes to        
 3-D life before your eyes!",79,8000.0,9640.0,9640.0,1/1/2013 3:58,1/8/2013 22:05,2/5/2013 22:05,1360073138,Technology,Boston,True,,successful,30802cfde6,2/27/2025,,"2. Description: Introducing Dr. Tan's Supergrams - the tangram puzzle that leaps from 2D into the magical world of 3D. It's an artistic and intellectual experience that stimulates the mind and enriches your creativity through puzzle-solving. Crafted for individuals of all ages, it's a perfect fusion of learning and entertainment."
IKAWA | Home Coffee Roaster,Roast your own coffee at the touch of a button. New from IKAWA - inventors of the world's first digital micro roaster,366,80000.0,158019.0,242379.3884,4/17/2015 23:43,4/30/2015 16:17,6/1/2015 7:00,1433113212,Technology,London,True,,successful,2faf3cf093,2/27/2025,,"3. Description: Nothing compares to the heady aroma of freshly roasted coffee! IKAWA Home Coffee Roaster allows you to roast your own coffee beans at the simple touch of a button. Digitally driven for precision, our micro roaster delivers a rich, customized roasting experience for ultimate coffee connoisseurs. Enjoy a new way of indulging in your daily caffeine fix with IKAWA!"
Pi-Bot: The Next Great Tool for Learning Arduino Robotics!,The Pi-Bot is a uniquely designed (and affordable!) complete robot kit for anyone interested in building and programming robots!,1107,70000.0,113175.65,113175.65,1/5/2014 15:53,2/10/2014 3:08,4/11/2014 2:08,1397153338,Technology,Los Angeles,True,,successful,2de3c76186,2/27/2025,,"4. Description: Introducing the Pi-Bot - the ultimate kit for exploring the remarkable world of Arduino Robotics. Favored for its unique design and affordability, Pi-Bot lets you build, operate, and stress-test your robotic marvel. Ideal for hobbyists, students, and teachers alike, Pi-Bot offers an unrivaled learning experience at an unbeatable price."
"NODE: a modular, handheld powerhouse of sensors","World, meet NODE. With this modular, bluetooth enabled device, Variable Tech puts the power of practical sensors in your hands.",373,50000.0,76340.88,76340.88,2/15/2012 12:07,2/20/2012 6:43,3/24/2012 7:00,1332543626,Technology,Chattanooga,True,,successful,2d80401352,2/27/2025,,"5. Description: Meet NODE - the future of practical technology. NODE is a dynamic device packed with a powerhouse of modular sensors, connected through Bluetooth. Bring technology to your fingertips with NODE and unlock endless possibilities— from everyday utilities to scientific exploration."
ClockTHREE,"ClockTHREE is a Open Source Hardware clock,  that is Arduino compatible.  It helps you explore time though color and language!",25,1111.0,3656.0,3656.0,11/4/2010 18:22,11/16/2010 20:32,12/18/2010 12:59,1292648340,Technology,Washington,True,,successful,2bcdcab840,2/27/2025,,"6. Description: Timekeeping meets creativity in the ClockTHREE, an open-source hardware clock compatible with Arduino. ClockTHREE utilizes color and language to display time in unconventional but fascinating manners. It's not just a clock, it's an artistic statement— a visually unique timepiece to spark your imagination."
CogniToys: Internet-connected Smart Toys that Learn and Grow,"We bring toys to life with speech and a personality, allowing them to interactively engage and grow with a child.",2256,50000.0,275000.06,275000.06,1/24/2015 3:17,2/16/2015 21:27,3/18/2015 20:27,1426681653,Technology,New York,True,,successful,2b75d0055c,2/27/2025,,"7. Description: Introducing CogniToys, the smart toys that evolve right alongside your child. Equipped with Internet connectivity and a rich personality, CogniToys can engage in meaningful, educational interactions with your kid. Break the traditional toy paradigms and invest in a smarter playing experience for your child."
"FORM 1: An affordable, professional 3D printer","An affordable, high-resolution 3D printer for professional creators.",2068,100000.0,2945885.21,2945885.21,7/28/2012 6:26,9/26/2012 20:45,10/26/2012 20:45,1351255541,Technology,Cambridge,True,,successful,2ab3bd84c0,2/27/2025,,"8. Description: The FORM 1 breaks the barrier between creativity and complexity. Attractively priced and designed for professional creators, this high-resolution 3D"
TagBot: The Spray Paint Photo Booth,"I'm building a photo booth that will spray paint your likeness (or anything else) on paper, canvas, wood and more!",31,300.0,1010.99,1010.99,4/23/2012 6:35,4/25/2012 5:19,5/21/2012 7:30,1337556617,Technology,Orlando,True,,successful,257be5500e,2/27/2025,,Description could not be generated
Make/100 MusicCloth® Silhouette portrait,Weave Cassette tapes into your self portrait. (single and couple portraits are available),22,800.0,1531.0,1531.0,11/26/2018 17:26,1/3/2019 14:23,2/2/2019 14:23,1549088607,Technology,New York,True,,successful,23b3a61f19,2/27/2025,,Description could not be generated
Line-us: The little robot drawing arm,"A small robot arm that draws with a pen on paper anything you draw on screen. Sketch, share and subscribe to wonderful drawings!",1057,39000.0,71345.0,89256.56036,1/6/2017 23:31,2/1/2017 21:53,3/3/2017 21:53,1488549216,Technology,London,True,,successful,215d19ca9d,2/27/2025,,"1. Description: Get ready to unleash your creativity with Line-us! This tiny robotic drawing arm is a perfect intersection of art and technology. Line-us mimics your motion allowing you to draw or write on paper, while you are drawing on screen. Share your unique digital sketches with art-lovers everywhere, or subscribe to amazing artists and bring their sketches to life – all hands-free! Jump into a new era of collaborative art with Line-us!"
Cyber Cortex AV,AlienCortex AV is a powerful new multi-core Arduino-compatible platform with graphics and sound... and endless creative possibilities!,134,8500.0,24075.23,24075.23,5/5/2011 4:26,6/8/2011 19:58,7/8/2011 19:58,1310126333,Technology,Denver,True,,successful,1fe5500c25,2/27/2025,,"2. Description: Elevate your computing experience with the Cyber Cortex AV! This innovative system delivers Arduino-compatibility in a unique multi-core platform, complete with graphic and sound capabilities. Explore its vast potential in gaming, multimedia, and robotics, or venture into your own custom projects. With the power of Cyber Cortex AV, the opportunities for creative engineering are virtually limitless!"
Cubetto - Coding without screens for kids aged 3 and up,A hands on programming language for girls and boys aged 3 and up. Montessori learning meets LOGO Turtle. (Kickstarter Gold Edition),3373,100000.0,781823.0,781823.0,4/12/2017 17:58,6/20/2017 20:00,7/20/2017 20:00,1500552017,Technology,San Francisco,True,False,successful,1b3159015e,2/27/2025,,"3. Description: Delight your children with Cubetto – an engaging and interactive programming language toy designed to inspire the youngest of learners. Watch them explore the world of coding sans screen time. Cubetto combines playful offline coding blocks with a friendly wooden robot, promoting Montessori accepted hands-on learning. Turn coding into an adventure – no screens, just play!"
The Analog University: ECE 201 Electric Circuits & Systems I,Want to learn about electronic hardware like a fader? Take a self-paced university course in Electric Circuits and Systems for $15.00.,833,7200.0,14164.14,14164.14,5/22/2013 4:49,6/4/2013 4:18,8/3/2013 4:18,1375474739,Technology,Okemos,True,,successful,1975dda1fc,2/27/2025,,"4. Description: Delve into the captivating world of electronics with The Analog University! We offer a self-paced university-standard course on Electric Circuits and Systems for a fraction of a traditional university cost. Grasp complex concepts such as resistance, capacitance, and impedance. Dive deep into analyzing operational amplifiers, semi-conductor devices, and more. Be the master of electronic hardware!"
Klauf Light Bar: LED. Bright. Modular. Magnetic. Simple.,"A very bright, highly precise, warm, magnetic, extremely efficient, and modular remote phosphor / LED lamp.",279,10000.0,35796.25,35796.25,5/22/2015 10:10,7/23/2015 5:34,9/6/2015 5:34,1441488900,Technology,Research Triangle Park,True,,successful,18a1d62c50,2/27/2025,,"5. Description: Light up your life with Klauf Light Bar – a stunning fusion of design and technology! Our modular lighting system offers precision brightness control, warm ambience, and energy efficiency, all packaged in an elegant magnetic form. Configurable and adaptable, it's the perfect addition to any space whether you're creating, cooking, or simply relaxing. Make any space shine with Klauf!"
Blynk - build an app for your Arduino project in 5 minutes,"Platform with iOs and Android apps to control Arduino, Raspberry Pi and similar microcontroller boards over Internet.",2321,10000.0,49235.42,49235.42,8/21/2013 20:53,1/17/2015 1:21,2/15/2015 1:21,1423934491,Technology,New York,True,,successful,17175fd9fd,2/27/2025,,"6. Description: Blynk puts control in your hands! Our intuitive platform is here to simplify the smart home experience. Create useful IoT applications via your Android or iOS devices to control Arduino, Raspberry Pi, and similar microcontroller boards. Device control is now just one tap away! No coding expertise needed – just five minutes and an innovative idea are enough!"
Beard My Baby,A campaign to end Infant Beardlessness.,95,593.0,945.22,945.22,8/26/2012 3:54,1/16/2013 1:00,2/6/2013 12:59,1360126741,Technology,Austin,True,,successful,16fe4d488a,2/27/2025,,"7. Description: Turn heads and tickle funny bones with Beard My Baby – a campaign determined to put an end to Infant Beardlessness! With our fun, soft, and perfectly-sized"
"MagiMask - Immersive, High Definition Augmented Reality",Introducing our revolutionary MagiMask with unique optics and  tracking kit - easy-to-use AR package for all smartphones.,656,200000.0,610247.0,74615.83437,9/14/2018 20:35,10/16/2018 23:57,11/16/2018 0:57,1542301028,Technology,Oslo,True,False,successful,15edaadeac,2/27/2025,,Description could not be generated
ECE 202 / 203 - Electric Circuits & Systems II with Lab,Want to learn about electronic hardware like a 3-way speaker crossover? Take a self-paced university course for $15.00.,454,10800.0,15153.0,15153.0,6/11/2014 7:54,6/17/2014 4:51,8/16/2014 4:51,1408135877,Technology,Okemos,True,,successful,141673e79e,2/27/2025,,Description could not be generated
Empowered by the Sun,Bringing solar energy education to all!,201,20000.0,20544.0,20544.0,11/8/2018 4:06,6/4/2019 22:00,8/3/2019 22:00,1564840835,Technology,Tampa,True,,successful,136b444f77,2/27/2025,,Description could not be generated
Reboot Your Commute: Vektron Electric Folding Bike,A Bosch-powered electric bike that folds in seconds to transform how you get around in the city.,89,60000.0,92430.0,92430.0,7/22/2016 8:07,10/20/2016 3:01,11/24/2016 12:59,1479963542,Technology,Lakewood,True,,successful,0c01870b66,2/27/2025,,"1. Description: Imagine cruising through your city streets, beating the traffic, and arriving at work not just on time, but relaxed, recharged, and ready for the day, thanks to the Vektron Electric Folding Bike. Our incredible innovation, powered by Bosch, not only provides a seamless, sweat-free ride but folds up in a matter of seconds. Small enough to fit in a car trunk or under a desk, this is a perfect commuting companion. By making the switch to Vektron, you're not just revolutionizing your commute - you're reducing your carbon footprint! Reboot your commute today and join us as we redefine urban transportation, one pedal at a time."
Feles One for Bio-Imagineering,"The essential tools for biological research on microorganisms, plants, and more. Come learn, explore, and invent with biology",156,50000.0,89463.0,89463.0,2/7/2019 5:11,5/7/2019 20:22,6/6/2019 20:22,1559823767,Technology,Cambridge,True,False,successful,0ba007a0d7,2/27/2025,,"2. Description: Welcome to the world of Bio-Imagineering with Feles One! Our cutting-edge home laboratory station is designed for enthusiasts and experimentalists wishing to delve into the fascinating world of biology. Explore microorganisms, plants, and more with the essential tools designed for biological research and creation. With our kit, your kitchen can transform into a personal research lab. Whether you're a novice just starting out, a pro needing to refine your home setup or an educator looking to inspire the next generation of bio-innovators, Feles One is the perfect match. Dive into the thrilling world of biological exploration today!"
Singularity & Co. - Save the SciFi!,"Help us rescue unique, out-of-print sci-fi books from copyright limbo so that we can make them available online and as ebooks.",1392,15000.0,52275.66,52275.66,2/29/2012 5:55,3/4/2012 5:26,4/3/2012 4:26,1333398390,Technology,Brooklyn,True,,successful,097a439fa5,2/27/2025,,"3. Description: Welcome to Singularity & Co. - where we're on a mission to Save the SciFi! Imagine a universe where unique, out-of-print science fiction books are lost in the shadows of copyright limbo - their imaginative worlds and inspiring narratives forgotten! We're here to change that. Join our mission to rescue these literary treasures and make them accessible to readers everywhere as part of our online collection and as ebooks. By supporting our campaign, you're not just preserving remarkable stories but also supporting the authors and creators who envisioned them. Together, let's keep the magic of vintage SciFi alive and thriving!"
